filename	target	pointing	location	size_bytes	size_human	format	scan_status	coverage	runs_evidence	result_summary	notes	kind
blc2_2bit_guppi_57396_MESSIER031_0010.0000.raw	MESSIER031	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\m31_stride_0010.0000.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 07:58:12) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (23 flagged, 2026-09-21 23:57:48) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-22 00:03:38) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:03:38) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:03:38) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:03:40) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:40:39)	runs\m31_stride_0010.0000.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 07:58:12) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (23 flagged, 2026-09-21 23:57:48) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-22 00:03:38) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:03:38) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:03:38) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:03:40) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:40:39)	Stride scan 0 flags; quiet.		raw_storage
blc2_2bit_guppi_57396_MESSIER031_0010.0001.raw	MESSIER031	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\m31_stride_0010.0001.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 07:59:28) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (20 flagged, 2026-09-22 00:09:40) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (18 flagged, 2026-09-22 00:15:49) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:15:49) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:15:50) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:15:52) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:42:03)	runs\m31_stride_0010.0001.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 07:59:28) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (20 flagged, 2026-09-22 00:09:40) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (18 flagged, 2026-09-22 00:15:49) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:15:49) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:15:50) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:15:52) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0001\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:42:03)	Stride scan 1 flag; quiet.		raw_storage
blc2_2bit_guppi_57396_MESSIER031_0010.0002.raw	MESSIER031	ON	D:/data/raw	1620396288	1.5GB	guppi_raw	SCANNED_PARTIAL	runs\m31_stride_0010.0002.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 08:00:47) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\scan_on_p0.csv: blocks 0-48, ch 0-63, p0 (7 flagged, 2026-09-22 00:18:32) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\scan_on_p1.csv: blocks 0-48, ch 0-63, p1 (10 flagged, 2026-09-22 00:21:03) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:21:03) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:21:03) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:21:06) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\sweep\scan_on_p0.csv: blocks 0-48, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:42:36)	runs\m31_stride_0010.0002.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 08:00:47) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\scan_on_p0.csv: blocks 0-48, ch 0-63, p0 (7 flagged, 2026-09-22 00:18:32) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\scan_on_p1.csv: blocks 0-48, ch 0-63, p1 (10 flagged, 2026-09-22 00:21:03) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:21:03) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:21:03) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:21:06) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s10_part0002\sweep\scan_on_p0.csv: blocks 0-48, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 13:42:36)	Stride scan 0 flags; quiet.		raw_storage
blc2_2bit_guppi_57396_MESSIER031_0011.0000.raw	MESSIER031	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_FULL	runs\fl_xpol_0011.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 09:20:51) | runs\m31_0011_full.csv: blocks 0-31, ch 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63, p0 (7 flagged, 2026-09-21 07:45:14)	runs\fl_xpol_0011.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 09:20:51) | runs\m31_0011_full.csv: blocks 0-31, ch 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63, p0 (7 flagged, 2026-09-21 07:45:14)	Full census 7 flags; quiet.		raw_storage
blc2_2bit_guppi_57396_MESSIER031_0011.0001.raw	MESSIER031	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\m31_stride_0011.0001.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 08:02:05) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (14 flagged, 2026-09-22 00:27:35) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (16 flagged, 2026-09-22 00:33:41) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:33:41) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:33:42) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:33:43) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:44:01)	runs\m31_stride_0011.0001.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 08:02:05) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (14 flagged, 2026-09-22 00:27:35) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (16 flagged, 2026-09-22 00:33:41) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:33:41) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:33:42) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:33:43) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0001\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (3 flagged, 2026-09-21 13:44:01)	Stride scan 1 flag; quiet.		raw_storage
blc2_2bit_guppi_57396_MESSIER031_0011.0002.raw	MESSIER031	ON	D:/data/raw	1620396288	1.5GB	guppi_raw	SCANNED_PARTIAL	runs\m31_stride_0011.0002.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 08:03:38) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\scan_on_p0.csv: blocks 0-48, ch 0-63, p0 (6 flagged, 2026-09-22 00:36:08) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\scan_on_p1.csv: blocks 0-48, ch 0-63, p1 (13 flagged, 2026-09-22 00:38:27) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:38:28) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:38:28) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:38:30) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\sweep\scan_on_p0.csv: blocks 0-48, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 13:44:33)	runs\m31_stride_0011.0002.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 08:03:38) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\scan_on_p0.csv: blocks 0-48, ch 0-63, p0 (6 flagged, 2026-09-22 00:36:08) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\scan_on_p1.csv: blocks 0-48, ch 0-63, p1 (13 flagged, 2026-09-22 00:38:27) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:38:28) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:38:28) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 00:38:30) | runs\campaigns\2026-09-21_mega\targets\MESSIER031_57396_blc2_s11_part0002\sweep\scan_on_p0.csv: blocks 0-48, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 13:44:33)	Stride scan 0 flags; quiet.		raw_storage
blc2_2bit_guppi_57396_VOYAGER1_0002.0000.raw	VOYAGER1	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs/voy_0002_full.csv (1536 slices; legacy archive/root_20260921/hits_voyager.csv); NO per-file manifest	runs/voy_0002_full.csv (1536 slices; legacy archive/root_20260921/hits_voyager.csv); NO per-file manifest	Full census runs/voy_0002_full.csv blocks 0-31 ch 0-63 p0 (6 flags, 2026-09-21): Y2-only marginal 3.0-3.1, noise-like VM, veto BLOCK. OFF-CARRIER node (9281 MHz; downlink 8415 MHz out of band) = negative control, behaved exactly as predicted.	Negative control PASSED: pipeline does not hallucinate carriers. Per-file manifest missing so exact split across the 3 bank files is unlogged.	raw_storage
blc2_2bit_guppi_57396_VOYAGER1_0002.0001.raw	VOYAGER1	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs/voy_0002_full.csv (shared across 0002 bank files; NO per-file manifest)	runs/voy_0002_full.csv (shared across 0002 bank files; NO per-file manifest)	Covered by runs/voy_0002_full.csv (see 0002.0000 note); off-carrier node, no carrier physically present.	Negative-control leg.	raw_storage
blc2_2bit_guppi_57396_VOYAGER1_0002.0002.raw	VOYAGER1	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs/voy_0002_full.csv (shared across 0002 bank files; NO per-file manifest)	runs/voy_0002_full.csv (shared across 0002 bank files; NO per-file manifest)	Covered by runs/voy_0002_full.csv (see 0002.0000 note); off-carrier node, no carrier physically present.	Negative-control leg.	raw_storage
blc2_2bit_guppi_57397_PSR_J2321+6024_0002.0000.raw	PSR_J2321+6024	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_FULL	runs\psr2321_full.csv: blocks 0-31, ch 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63, p0 (810 flagged, 2026-09-21 10:08:09) | runs\psr2321_xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 10:25:22)	runs\psr2321_full.csv: blocks 0-31, ch 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63, p0 (810 flagged, 2026-09-21 10:08:09) | runs\psr2321_xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 10:25:22)	Full census 810/2048 flags, ALL at alpha=179 Hz, all blocks+channels (fam med 3.32, max 5.09). TWO independent terrestrial verdicts: (1) envelope-dispersion test across 155 MHz gives ZERO lag, phase -0.09 vs -0.15 rad; (2) manual spectral-phase DM = +11.7+/-21.5 (t=0.54, consistent with zero). Hum structure: identical ~5.67 Hz harmonic comb in all lanes at 100-360 sigma (19th harmonic = 107.75 Hz envelope peak), amplitude CV=0.15 steady; header pointing verified RA 23:21:55 Dec +60:24:30, S-band 2681 MHz. Veto 810/810 BLOCK (common-mode backend); xeno I1 x810, I2+ zero. NO pulsar in this node.	runs/psr2321_full.csv + manifest. Sibling .0001 stride-scanned 2026-09-21: 107/256 at 179 Hz (hum fills session). Catalog 179 Hz as backend/mains mode (also faint in M31 + Voyager X-band). A faint steep-spectrum pulsar could hide below the hum -- needs 300 s full-band dedispersed fold at catalog P/DM.	raw_storage
blc2_2bit_guppi_57397_PSR_J2321+6024_0002.0001.raw	PSR_J2321+6024	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\psr2321b_stride.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (107 flagged, 2026-09-21 10:25:02) | runs\psr2321_b_full.csv: blocks 0-31, ch 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63, p0 (870 flagged, 2026-09-21 10:16:18)	runs\psr2321b_stride.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (107 flagged, 2026-09-21 10:25:02) | runs\psr2321_b_full.csv: blocks 0-31, ch 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63, p0 (870 flagged, 2026-09-21 10:16:18)	Stride 107/256 flags, all 179 Hz; same hum as .0000.		raw_storage
blc2_2bit_guppi_57403_68500_HIP11048_0002.0000.raw	HIP11048	ON	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (21 flagged, 2026-09-21 12:22:29) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-21 12:29:45) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:45) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:46) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:48) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (7 flagged, 2026-09-21 12:15:04)	runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\scan_on_p0.csv: blocks 0-127, ch 0-63, p0 (21 flagged, 2026-09-21 12:22:29) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\scan_on_p1.csv: blocks 0-127, ch 0-63, p1 (17 flagged, 2026-09-21 12:29:45) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:45) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:46) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:48) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\sweep\scan_on_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (7 flagged, 2026-09-21 12:15:04)			raw_storage
blc2_2bit_guppi_57403_68833_HIP11048_OFF_0003.0000.raw	HIP11048	OFF	D:/data/raw	4232871936	3.9GB	guppi_raw	SCANNED_PARTIAL	runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (15 flagged, 2026-09-21 12:22:29) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (12 flagged, 2026-09-21 12:29:45) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:46) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:46) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 12:15:04)	runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\scan_off_p0.csv: blocks 0-127, ch 0-63, p0 (15 flagged, 2026-09-21 12:22:29) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\scan_off_p1.csv: blocks 0-127, ch 0-63, p1 (12 flagged, 2026-09-21 12:29:45) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\struct_off_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:46) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\struct_off_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-21 12:29:46) | runs\campaigns\2026-09-21_mega\targets\HIP11048_57403_blc2_68500_s2_part0000\sweep\scan_off_p0.csv: blocks 0-127, ch 0,8,16,24,32,40,48,56, p0 (0 flagged, 2026-09-21 12:15:04)			raw_storage
blc2_2bit_guppi_57403_PSR_J2326+6113_0002.0000.raw	PSR_J2326+6113	ON	D:/data/raw	2447129088	2.3GB	guppi_raw	SCANNED_PARTIAL	runs\psr2326_stride.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 10:21:32) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\scan_on_p0.csv: blocks 0-73, ch 0-63, p0 (9 flagged, 2026-09-22 01:11:00) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\scan_on_p1.csv: blocks 0-73, ch 0-63, p1 (8 flagged, 2026-09-22 01:14:30) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 01:14:30) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 01:14:31) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 01:14:33) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\sweep\scan_on_p0.csv: blocks 0-73, ch 0,8,16,24,32,40,48,56, p0 (2 flagged, 2026-09-21 13:48:41)	runs\psr2326_stride.csv: blocks 0-31, ch 0,8,16,24,32,40,48,56, p0 (1 flagged, 2026-09-21 10:21:32) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\scan_on_p0.csv: blocks 0-73, ch 0-63, p0 (9 flagged, 2026-09-22 01:11:00) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\scan_on_p1.csv: blocks 0-73, ch 0-63, p1 (8 flagged, 2026-09-22 01:14:30) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\struct_on_p0.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 01:14:30) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\struct_on_p1.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 01:14:31) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\xeno.csv: blocks None, ch None, pNone (None flagged, 2026-09-22 01:14:33) | runs\campaigns\2026-09-21_mega\targets\PSR_J2326+6113_57403_blc2_s2_part0000\sweep\scan_on_p0.csv: blocks 0-73, ch 0,8,16,24,32,40,48,56, p0 (2 flagged, 2026-09-21 13:48:41)	Stride 1 flag (b10/ch16 3.01); quiet companion.		raw_storage
